,history,predict
1075_2016-05-03_14_6,97.0,107.54777
1075_2016-05-03_15_6,73.0,114.93405
1075_2016-05-03_16_6,103.0,87.19927
1075_2016-05-03_17_6,72.0,57.262043
1075_2016-05-03_18_6,37.0,31.73508
1075_2016-05-03_19_6,20.0,19.33027
1075_2016-05-03_20_6,11.0,8.003914
1075_2016-05-03_21_6,6.0,4.5860643
1075_2016-05-03_22_6,2.0,4.753848
1075_2016-05-03_23_6,16.0,9.922585
1075_2016-05-04_0_6,26.0,23.621641
1075_2016-05-04_1_6,50.0,46.286644
1075_2016-05-04_2_6,89.0,81.81145
1075_2016-05-04_3_6,80.0,69.855606
1075_2016-05-04_4_6,57.0,64.83453
1075_2016-05-04_5_6,83.0,82.57887
1075_2016-05-04_6_6,117.0,93.81972
1075_2016-05-04_7_6,118.0,104.732025
1075_2016-05-04_8_6,110.0,105.98445
1075_2016-05-04_9_6,97.0,101.96241
1075_2016-05-04_10_6,51.0,79.113625
1075_2016-05-04_11_6,93.0,92.746666
1075_2016-05-04_12_6,123.0,118.34997
1075_2016-05-04_13_6,120.0,121.226974
1075_2016-05-04_14_6,109.0,115.70713
1075_2016-05-04_15_6,143.0,117.73177
1075_2016-05-04_16_6,98.0,99.43203
1075_2016-05-04_17_6,52.0,68.589676
1075_2016-05-04_18_6,47.0,39.641766
1075_2016-05-04_19_6,12.0,21.920233
1075_2016-05-04_20_6,9.0,10.625734
1075_2016-05-04_21_6,3.0,6.815793
1075_2016-05-04_22_6,5.0,5.706117
1075_2016-05-04_23_6,13.0,9.2317915
1075_2016-05-05_0_6,24.0,24.38365
1075_2016-05-05_1_6,45.0,48.694122
1075_2016-05-05_2_6,83.0,82.097145
1075_2016-05-05_3_6,74.0,72.389046
1075_2016-05-05_4_6,59.0,65.70227
1075_2016-05-05_5_6,79.0,80.3811
1075_2016-05-05_6_6,87.0,106.15822
1075_2016-05-05_7_6,121.0,105.358734
1075_2016-05-05_8_6,131.0,110.40722
1075_2016-05-05_9_6,109.0,103.33004
1075_2016-05-05_10_6,97.0,72.377075
1075_2016-05-05_11_6,117.0,92.365776
1075_2016-05-05_12_6,139.0,112.637085
1075_2016-05-05_13_6,119.0,121.57981
1075_2016-05-05_14_6,120.0,118.85708
1075_2016-05-05_15_6,170.0,131.07568
1075_2016-05-05_16_6,118.0,113.7731
1075_2016-05-05_17_6,101.0,79.047615
1075_2016-05-05_18_6,66.0,52.849995
1075_2016-05-05_19_6,26.0,29.525152
1075_2016-05-05_20_6,17.0,17.103205
1075_2016-05-05_21_6,18.0,9.676378
1075_2016-05-05_22_6,8.0,6.700214
1075_2016-05-05_23_6,14.0,10.762603
1075_2016-05-06_0_6,34.0,26.876774
1075_2016-05-06_1_6,66.0,42.756325
1075_2016-05-06_2_6,129.0,72.31592
1075_2016-05-06_3_6,91.0,69.00922
1075_2016-05-06_4_6,91.0,66.95435
1075_2016-05-06_5_6,78.0,78.22742
1075_2016-05-06_6_6,90.0,99.17915
1075_2016-05-06_7_6,96.0,109.83094
1075_2016-05-06_8_6,96.0,121.89853
1075_2016-05-06_9_6,82.0,114.41759
1075_2016-05-06_10_6,66.0,90.435135
1075_2016-05-06_11_6,100.0,104.991455
1075_2016-05-06_12_6,121.0,130.29768
1075_2016-05-06_13_6,102.0,118.25528
1075_2016-05-06_14_6,94.0,107.89813
1075_2016-05-06_15_6,66.0,104.92222
1075_2016-05-06_16_6,70.0,95.704094
1075_2016-05-06_17_6,82.0,85.61653
1075_2016-05-06_18_6,54.0,68.24775
1075_2016-05-06_19_6,42.0,42.02741
1075_2016-05-06_20_6,15.0,23.477034
1075_2016-05-06_21_6,13.0,13.988713
1075_2016-05-06_22_6,11.0,10.076625
1075_2016-05-06_23_6,13.0,9.556536
1075_2016-05-07_0_6,15.0,19.426071
1075_2016-05-07_1_6,23.0,26.631624
1075_2016-05-07_2_6,36.0,39.29088
1075_2016-05-07_3_6,37.0,47.65431
1075_2016-05-07_4_6,51.0,65.08639
1075_2016-05-07_5_6,84.0,78.32034
1075_2016-05-07_6_6,91.0,101.70003
1075_2016-05-07_7_6,125.0,119.90803
1075_2016-05-07_8_6,114.0,120.2116
1075_2016-05-07_9_6,130.0,124.30987
1075_2016-05-07_10_6,107.0,108.25536
1075_2016-05-07_11_6,110.0,123.08945
1075_2016-05-07_12_6,95.0,126.4613
1075_2016-05-07_13_6,109.0,105.31911
1075_2016-05-07_14_6,79.0,91.98817
1075_2016-05-07_15_6,90.0,81.45775
1075_2016-05-07_16_6,76.0,78.70675
1075_2016-05-07_17_6,55.0,80.67039
1075_2016-05-07_18_6,66.0,61.35862
1075_2016-05-07_19_6,34.0,40.683918
1075_2016-05-07_20_6,17.0,20.678495
1075_2016-05-07_21_6,12.0,15.214308
1075_2016-05-07_22_6,14.0,9.098999
1075_2016-05-07_23_6,12.0,7.707857
1075_2016-05-08_0_6,8.0,13.803029
1075_2016-05-08_1_6,15.0,17.40343
1075_2016-05-08_2_6,27.0,26.16179
1075_2016-05-08_3_6,45.0,36.186184
1075_2016-05-08_4_6,48.0,56.840744
1075_2016-05-08_5_6,54.0,78.58122
1075_2016-05-08_6_6,80.0,96.44604
1075_2016-05-08_7_6,92.0,111.79305
1075_2016-05-08_8_6,108.0,112.086105
1075_2016-05-08_9_6,95.0,117.18816
1075_2016-05-08_10_6,111.0,105.571945
1075_2016-05-08_11_6,99.0,101.47463
1075_2016-05-08_12_6,90.0,92.833565
1075_2016-05-08_13_6,78.0,77.88542
1075_2016-05-08_14_6,77.0,67.25221
1075_2016-05-08_15_6,60.0,53.472755
1075_2016-05-08_16_6,45.0,42.006096
1075_2016-05-08_17_6,24.0,27.242964
1075_2016-05-08_18_6,15.0,14.354821
1075_2016-05-08_19_6,11.0,9.947273
1075_2016-05-08_20_6,4.0,5.467505
1075_2016-05-08_21_6,3.0,3.407075
1075_2016-05-08_22_6,7.0,5.3879223
1075_2016-05-08_23_6,6.0,8.075396
1075_2016-05-09_0_6,15.0,19.84981
1075_2016-05-09_1_6,47.0,36.357605
1075_2016-05-09_2_6,53.0,67.972305
1075_2016-05-09_3_6,66.0,54.98961
1075_2016-05-09_4_6,56.0,56.43551
1075_2016-05-09_5_6,65.0,67.11392
1075_2016-05-09_6_6,71.0,81.63691
1075_2016-05-09_7_6,101.0,94.835175
1075_2016-05-09_8_6,97.0,104.42022
1075_2016-05-09_9_6,123.0,103.263115
1075_2016-05-09_10_6,63.0,89.7522
1075_2016-05-09_11_6,99.0,95.74689
1075_2016-05-09_12_6,124.0,110.45567
1075_2016-05-09_13_6,93.0,101.55871
1075_2016-05-09_14_6,80.0,95.264786
1075_2016-05-09_15_6,96.0,90.32796
1075_2016-05-09_16_6,58.0,66.7994
1075_2016-05-09_17_6,46.0,40.86424
1075_2016-05-09_18_6,25.0,22.634264
1075_2016-05-09_19_6,16.0,13.942143
1075_2016-05-09_20_6,13.0,5.8666887
1075_2016-05-09_21_6,1.0,3.3194358
1075_2016-05-09_22_6,2.0,3.8651736
1075_2016-05-09_23_6,10.0,8.629688
1075_2016-05-10_0_6,25.0,21.398653
1075_2016-05-10_1_6,37.0,46.09565
1075_2016-05-10_2_6,71.0,81.04685
1075_2016-05-10_3_6,59.0,70.84983
1075_2016-05-10_4_6,52.0,63.670765
1075_2016-05-10_5_6,66.0,74.66437
1075_2016-05-10_6_6,98.0,83.1058
1075_2016-05-10_7_6,95.0,99.18605
1075_2016-05-10_8_6,85.0,97.797585
1075_2016-05-10_9_6,104.0,95.98311
1075_2016-05-10_10_6,86.0,71.451385
1075_2016-05-10_11_6,104.0,90.44007
1075_2016-05-10_12_6,118.0,116.75704
1075_2016-05-10_13_6,112.0,108.58092
1075_2016-05-10_14_6,84.0,101.925735
1075_2016-05-10_15_6,102.0,111.10296
1075_2016-05-10_16_6,68.0,86.114555
1075_2016-05-10_17_6,52.0,58.81837
1075_2016-05-10_18_6,33.0,31.27019
1075_2016-05-10_19_6,17.0,17.879332
1075_2016-05-10_20_6,8.0,11.434757
1075_2016-05-10_21_6,4.0,4.036249
1075_2016-05-10_22_6,5.0,3.637878
1075_2016-05-10_23_6,10.0,9.664652
1075_2016-05-11_0_6,18.0,20.67955
1075_2016-05-11_1_6,48.0,45.75653
1075_2016-05-11_2_6,74.0,80.93843
1075_2016-05-11_3_6,73.0,68.37372
1075_2016-05-11_4_6,65.0,60.756985
1075_2016-05-11_5_6,74.0,76.16541
1075_2016-05-11_6_6,95.0,92.73265
1075_2016-05-11_7_6,110.0,101.89839
1075_2016-05-11_8_6,93.0,102.43067
1075_2016-05-11_9_6,97.0,100.207985
1075_2016-05-11_10_6,75.0,75.918396
1075_2016-05-11_11_6,84.0,93.72462
1075_2016-05-11_12_6,114.0,115.07633
1075_2016-05-11_13_6,116.0,116.6376
1075_2016-05-11_14_6,102.0,110.78377
1075_2016-05-11_15_6,111.0,120.05014
1075_2016-05-11_16_6,102.0,95.98552
1075_2016-05-11_17_6,71.0,62.42134
1075_2016-05-11_18_6,33.0,37.750103
1075_2016-05-11_19_6,14.0,20.021444
1075_2016-05-11_20_6,11.0,8.650581
1075_2016-05-11_21_6,6.0,4.506028
1075_2016-05-11_22_6,5.0,5.1458354
1075_2016-05-11_23_6,11.0,9.426429
1075_2016-05-12_0_6,23.0,21.629221
1075_2016-05-12_1_6,58.0,45.697662
1075_2016-05-12_2_6,77.0,81.515854
1075_2016-05-12_3_6,63.0,69.98797
1075_2016-05-12_4_6,71.0,66.19377
1075_2016-05-12_5_6,74.0,77.18027
1075_2016-05-12_6_6,99.0,96.61571
1075_2016-05-12_7_6,108.0,105.50982
1075_2016-05-12_8_6,119.0,106.07701
1075_2016-05-12_9_6,102.0,101.4167
1075_2016-05-12_10_6,71.0,79.49138
1075_2016-05-12_11_6,74.0,94.36016
1075_2016-05-12_12_6,115.0,117.707306
1075_2016-05-12_13_6,107.0,118.17374
1075_2016-05-12_14_6,145.0,115.36361
1075_2016-05-12_15_6,158.0,128.18442
1075_2016-05-12_16_6,116.0,109.16351
1075_2016-05-12_17_6,82.0,80.103134
1075_2016-05-12_18_6,52.0,52.028183
1075_2016-05-12_19_6,18.0,25.452139
1075_2016-05-12_20_6,12.0,18.327799
1075_2016-05-12_21_6,9.0,12.008483
1075_2016-05-12_22_6,4.0,6.9709415
1075_2016-05-12_23_6,9.0,12.035518
1075_2016-05-13_0_6,32.0,25.393581
1075_2016-05-13_1_6,43.0,45.86959
1075_2016-05-13_2_6,54.0,73.877396
1075_2016-05-13_3_6,60.0,66.65234
1075_2016-05-13_4_6,60.0,67.83869
1075_2016-05-13_5_6,73.0,74.262405
1075_2016-05-13_6_6,101.0,96.28982
1075_2016-05-13_7_6,90.0,103.71683
1075_2016-05-13_8_6,120.0,105.485535
1075_2016-05-13_9_6,84.0,102.62597
1075_2016-05-13_10_6,59.0,78.858505
1075_2016-05-13_11_6,75.0,93.06477
1075_2016-05-13_12_6,75.0,119.95621
1075_2016-05-13_13_6,106.0,110.28951
1075_2016-05-13_14_6,74.0,105.00973
1075_2016-05-13_15_6,81.0,97.714226
1075_2016-05-13_16_6,86.0,87.51819
1075_2016-05-13_17_6,95.0,78.6376
1075_2016-05-13_18_6,65.0,58.80967
1075_2016-05-13_19_6,54.0,35.209953
1075_2016-05-13_20_6,29.0,18.023874
1075_2016-05-13_21_6,8.0,10.638543
1075_2016-05-13_22_6,12.0,9.721989
1075_2016-05-13_23_6,11.0,8.318176
1075_2016-05-14_0_6,13.0,17.2167
1075_2016-05-14_1_6,25.0,26.07294
1075_2016-05-14_2_6,36.0,34.404438
1075_2016-05-14_3_6,51.0,41.96277
1075_2016-05-14_4_6,61.0,59.41606
1075_2016-05-14_5_6,94.0,73.93832
1075_2016-05-14_6_6,127.0,99.2713
1075_2016-05-14_7_6,149.0,118.356834
1075_2016-05-14_8_6,121.0,119.2167
1075_2016-05-14_9_6,133.0,122.99123
1075_2016-05-14_10_6,132.0,109.22848
1075_2016-05-14_11_6,138.0,116.07803
1075_2016-05-14_12_6,162.0,117.880424
1075_2016-05-14_13_6,122.0,107.52992
1075_2016-05-14_14_6,112.0,83.19459
1075_2016-05-14_15_6,80.0,82.635765
1075_2016-05-14_16_6,79.0,82.15607
1075_2016-05-14_17_6,86.0,85.713455
1075_2016-05-14_18_6,73.0,71.32839
1075_2016-05-14_19_6,52.0,43.620014
1075_2016-05-14_20_6,29.0,26.412582
1075_2016-05-14_21_6,13.0,17.15758
1075_2016-05-14_22_6,10.0,12.774201
1075_2016-05-14_23_6,16.0,12.117107
1075_2016-05-15_0_6,13.0,15.606481
1075_2016-05-15_1_6,19.0,21.625082
1075_2016-05-15_2_6,24.0,28.308294
1075_2016-05-15_3_6,49.0,40.753864
1075_2016-05-15_4_6,68.0,58.846237
1075_2016-05-15_5_6,92.0,77.534584
1075_2016-05-15_6_6,114.0,102.199646
1075_2016-05-15_7_6,108.0,116.21563
1075_2016-05-15_8_6,106.0,115.17128
1075_2016-05-15_9_6,107.0,119.80073
1075_2016-05-15_10_6,78.0,113.44141
1075_2016-05-15_11_6,73.0,110.31021
1075_2016-05-15_12_6,88.0,103.073654
1075_2016-05-15_13_6,66.0,83.807884
1075_2016-05-15_14_6,63.0,70.75748
1075_2016-05-15_15_6,51.0,61.145496
1075_2016-05-15_16_6,38.0,44.086414
1075_2016-05-15_17_6,29.0,28.610186
1075_2016-05-15_18_6,16.0,17.528744
1075_2016-05-15_19_6,13.0,12.257232
1075_2016-05-15_20_6,2.0,5.734614
1075_2016-05-15_21_6,1.0,4.2764
1075_2016-05-15_22_6,5.0,5.5573673
1075_2016-05-15_23_6,11.0,9.336163
1075_2016-05-16_0_6,27.0,20.49525
1075_2016-05-16_1_6,45.0,39.673386
1075_2016-05-16_2_6,77.0,62.775043
1075_2016-05-16_3_6,69.0,57.78696
1075_2016-05-16_4_6,77.0,61.301857
1075_2016-05-16_5_6,76.0,72.14205
1075_2016-05-16_6_6,80.0,88.21345
1075_2016-05-16_7_6,98.0,102.63363
1075_2016-05-16_8_6,103.0,106.04225
1075_2016-05-16_9_6,97.0,108.17983
1075_2016-05-16_10_6,94.0,85.620125
1075_2016-05-16_11_6,103.0,91.20892
1075_2016-05-16_12_6,119.0,108.34284
1075_2016-05-16_13_6,96.0,100.15618
1075_2016-05-16_14_6,95.0,91.24308
1075_2016-05-16_15_6,77.0,85.92515
1075_2016-05-16_16_6,64.0,64.72667
1075_2016-05-16_17_6,45.0,44.382454
1075_2016-05-16_18_6,24.0,24.718592
1075_2016-05-16_19_6,18.0,16.895056
1075_2016-05-16_20_6,7.0,8.097862
1075_2016-05-16_21_6,5.0,3.3522224
1075_2016-05-16_22_6,4.0,4.4173117
1075_2016-05-16_23_6,10.0,10.421689
1075_2016-05-17_0_6,31.0,22.688414
1075_2016-05-17_1_6,56.0,44.931263
1075_2016-05-17_2_6,90.0,79.88893
1075_2016-05-17_3_6,61.0,72.19153
1075_2016-05-17_4_6,59.0,66.61159
1075_2016-05-17_5_6,85.0,77.8954
1075_2016-05-17_6_6,96.0,90.50857
1075_2016-05-17_7_6,96.0,101.045784
1075_2016-05-17_8_6,117.0,101.33621
1075_2016-05-17_9_6,108.0,98.990616
1075_2016-05-17_10_6,75.0,76.341835
1075_2016-05-17_11_6,76.0,92.42924
1075_2016-05-17_12_6,88.0,113.54002
1075_2016-05-17_13_6,108.0,108.67048
1075_2016-05-17_14_6,99.0,103.04683
1075_2016-05-17_15_6,136.0,112.136185
1075_2016-05-17_16_6,107.0,80.34435
1075_2016-05-17_17_6,111.0,57.30571
1075_2016-05-17_18_6,117.0,29.778006
1075_2016-05-17_19_6,33.0,18.890099
1075_2016-05-17_20_6,7.0,8.554878
1075_2016-05-17_21_6,1.0,6.0741553
1075_2016-05-17_22_6,5.0,6.225513
1075_2016-05-17_23_6,13.0,14.214421
1075_2016-05-18_0_6,31.0,28.129728
1075_2016-05-18_1_6,57.0,53.199486
1075_2016-05-18_2_6,83.0,84.394325
1075_2016-05-18_3_6,55.0,72.50851
1075_2016-05-18_4_6,60.0,67.27517
1075_2016-05-18_5_6,93.0,83.84929
1075_2016-05-18_6_6,112.0,97.94047
1075_2016-05-18_7_6,92.0,106.47139
1075_2016-05-18_8_6,110.0,107.931496
1075_2016-05-18_9_6,84.0,100.57762
1075_2016-05-18_10_6,36.0,75.45922
1075_2016-05-18_11_6,59.0,90.74944
1075_2016-05-18_12_6,115.0,114.69683
1075_2016-05-18_13_6,88.0,116.30431
1075_2016-05-18_14_6,114.0,115.60927
1075_2016-05-18_15_6,104.0,126.84741
1075_2016-05-18_16_6,114.0,102.577995
1075_2016-05-18_17_6,72.0,72.503204
1075_2016-05-18_18_6,43.0,44.04247
1075_2016-05-18_19_6,22.0,20.75463
1075_2016-05-18_20_6,7.0,9.203763
1075_2016-05-18_21_6,3.0,4.3322268
1075_2016-05-18_22_6,6.0,5.87824
1075_2016-05-18_23_6,12.0,10.650118
1075_2016-05-19_0_6,30.0,24.588978
1075_2016-05-19_1_6,51.0,50.600792
1075_2016-05-19_2_6,96.0,81.18742
1075_2016-05-19_3_6,80.0,69.77113
1075_2016-05-19_4_6,57.0,67.47958
1075_2016-05-19_5_6,82.0,80.772194
1075_2016-05-19_6_6,92.0,102.93724
1075_2016-05-19_7_6,109.0,104.70313
1075_2016-05-19_8_6,133.0,110.6648
1075_2016-05-19_9_6,105.0,102.85151
1075_2016-05-19_10_6,67.0,71.94291
1075_2016-05-19_11_6,96.0,80.5399
1075_2016-05-19_12_6,92.0,111.86227
1075_2016-05-19_13_6,75.0,111.52814
1075_2016-05-19_14_6,116.0,120.82909
1075_2016-05-19_15_6,121.0,127.54656
1075_2016-05-19_16_6,120.0,113.63469
1075_2016-05-19_17_6,84.0,84.702896
1075_2016-05-19_18_6,48.0,54.974495
1075_2016-05-19_19_6,24.0,25.380058
1075_2016-05-19_20_6,17.0,13.048985
1075_2016-05-19_21_6,6.0,7.9383526
1075_2016-05-19_22_6,5.0,5.9179034
1075_2016-05-19_23_6,7.0,10.254844
1075_2016-05-20_0_6,33.0,24.976627
1075_2016-05-20_1_6,44.0,44.48575
1075_2016-05-20_2_6,82.0,70.28054
1075_2016-05-20_3_6,55.0,68.800385
1075_2016-05-20_4_6,73.0,62.893463
1075_2016-05-20_5_6,79.0,75.851395
1075_2016-05-20_6_6,115.0,97.97902
1075_2016-05-20_7_6,108.0,101.41922
1075_2016-05-20_8_6,112.0,113.2572
1075_2016-05-20_9_6,104.0,101.34756
1075_2016-05-20_10_6,82.0,76.00066
1075_2016-05-20_11_6,82.0,90.49439
1075_2016-05-20_12_6,137.0,112.20289
1075_2016-05-20_13_6,121.0,103.76287
1075_2016-05-20_14_6,145.0,98.82688
1075_2016-05-20_15_6,139.0,99.28953
1075_2016-05-20_16_6,123.0,94.0364
1075_2016-05-20_17_6,88.0,86.94379
1075_2016-05-20_18_6,82.0,65.06193
1075_2016-05-20_19_6,52.0,45.201607
1075_2016-05-20_20_6,31.0,25.919361
1075_2016-05-20_21_6,19.0,17.025259
1075_2016-05-20_22_6,13.0,14.105443
1075_2016-05-20_23_6,12.0,12.14812
1075_2016-05-21_0_6,20.0,22.287539
1075_2016-05-21_1_6,26.0,28.927471
1075_2016-05-21_2_6,31.0,38.10072
1075_2016-05-21_3_6,48.0,46.55025
1075_2016-05-21_4_6,56.0,64.08354
1075_2016-05-21_5_6,84.0,81.31872
1075_2016-05-21_6_6,91.0,111.39973
1075_2016-05-21_7_6,125.0,122.58651
1075_2016-05-21_8_6,122.0,121.59709
1075_2016-05-21_9_6,102.0,126.23484
1075_2016-05-21_10_6,99.0,111.46942
1075_2016-05-21_11_6,141.0,120.81699
1075_2016-05-21_12_6,99.0,131.39691
1075_2016-05-21_13_6,78.0,108.6754
1075_2016-05-21_14_6,70.0,95.246895
1075_2016-05-21_15_6,66.0,82.950874
1075_2016-05-21_16_6,73.0,85.48017
1075_2016-05-21_17_6,76.0,88.329636
1075_2016-05-21_18_6,72.0,68.570496
1075_2016-05-21_19_6,44.0,42.757214
1075_2016-05-21_20_6,21.0,22.43973
1075_2016-05-21_21_6,12.0,12.797043
1075_2016-05-21_22_6,9.0,9.230566
1075_2016-05-21_23_6,11.0,10.69951
1075_2016-05-22_0_6,16.0,14.92481
1075_2016-05-22_1_6,16.0,18.81102
1075_2016-05-22_2_6,30.0,25.447258
1075_2016-05-22_3_6,42.0,39.11752
1075_2016-05-22_4_6,65.0,59.432827
1075_2016-05-22_5_6,85.0,79.0755
1075_2016-05-22_6_6,118.0,101.261215
1075_2016-05-22_7_6,106.0,113.464905
1075_2016-05-22_8_6,127.0,113.177345
1075_2016-05-22_9_6,114.0,112.1549
1075_2016-05-22_10_6,119.0,98.72816
1075_2016-05-22_11_6,117.0,99.64575
1075_2016-05-22_12_6,81.0,98.26969
1075_2016-05-22_13_6,84.0,72.36413
1075_2016-05-22_14_6,58.0,68.647064
1075_2016-05-22_15_6,62.0,57.850933
1075_2016-05-22_16_6,58.0,45.184605
1075_2016-05-22_17_6,27.0,33.191284
1075_2016-05-22_18_6,21.0,21.322021
1075_2016-05-22_19_6,14.0,13.813442
1075_2016-05-22_20_6,6.0,4.7535033
1075_2016-05-22_21_6,0.0,3.666225
1075_2016-05-22_22_6,4.0,7.691741
1075_2016-05-22_23_6,6.0,10.368945
1075_2016-05-23_0_6,30.0,23.290455
1075_2016-05-23_1_6,50.0,39.75259
1075_2016-05-23_2_6,96.0,64.8885
1075_2016-05-23_3_6,67.0,56.01011
1075_2016-05-23_4_6,61.0,63.02965
1075_2016-05-23_5_6,72.0,73.05507
1075_2016-05-23_6_6,95.0,92.40352
1075_2016-05-23_7_6,87.0,102.32909
1075_2016-05-23_8_6,107.0,111.74289
1075_2016-05-23_9_6,109.0,107.487175
1075_2016-05-23_10_6,89.0,87.455345
1075_2016-05-23_11_6,107.0,98.545715
1075_2016-05-23_12_6,124.0,107.19929
1075_2016-05-23_13_6,111.0,97.76897
1075_2016-05-23_14_6,87.0,92.448265
1075_2016-05-23_15_6,107.0,86.1541
1075_2016-05-23_16_6,83.0,69.38455
1075_2016-05-23_17_6,30.0,45.408062
1075_2016-05-23_18_6,32.0,30.19123
1075_2016-05-23_19_6,14.0,17.799877
1075_2016-05-23_20_6,12.0,7.7371125
1075_2016-05-23_21_6,3.0,4.463807
1075_2016-05-23_22_6,4.0,5.5356116
1075_2016-05-23_23_6,10.0,9.4569025
1075_2016-05-24_0_6,30.0,26.835371
1075_2016-05-24_1_6,61.0,47.883564
1075_2016-05-24_2_6,95.0,84.937096
1075_2016-05-24_3_6,87.0,71.11609
1075_2016-05-24_4_6,53.0,64.84249
1075_2016-05-24_5_6,60.0,80.67602
1075_2016-05-24_6_6,70.0,93.281944
1075_2016-05-24_7_6,87.0,101.69986
1075_2016-05-24_8_6,91.0,107.92425
1075_2016-05-24_9_6,83.0,102.55754
1075_2016-05-24_10_6,77.0,74.388435
1075_2016-05-24_11_6,92.0,89.25872
1075_2016-05-24_12_6,91.0,106.589134
1075_2016-05-24_13_6,101.0,107.715515
1075_2016-05-24_14_6,120.0,105.40431
1075_2016-05-24_15_6,104.0,113.10874
1075_2016-05-24_16_6,80.0,92.09137
1075_2016-05-24_17_6,62.0,61.220863
1075_2016-05-24_18_6,35.0,35.629242
1075_2016-05-24_19_6,19.0,19.493929
1075_2016-05-24_20_6,6.0,8.831963
1075_2016-05-24_21_6,9.0,4.0441494
1075_2016-05-24_22_6,7.0,3.594568
1075_2016-05-24_23_6,10.0,10.313173
1075_2016-05-25_0_6,28.0,24.806139
1075_2016-05-25_1_6,48.0,49.347885
1075_2016-05-25_2_6,88.0,85.35081
1075_2016-05-25_3_6,59.0,71.19988
1075_2016-05-25_4_6,58.0,63.518223
1075_2016-05-25_5_6,71.0,79.42458
1075_2016-05-25_6_6,85.0,90.44981
1075_2016-05-25_7_6,105.0,98.43499
1075_2016-05-25_8_6,106.0,105.33725
1075_2016-05-25_9_6,100.0,91.98999
1075_2016-05-25_10_6,62.0,67.75667
1075_2016-05-25_11_6,94.0,86.134445
1075_2016-05-25_12_6,113.0,107.07899
1075_2016-05-25_13_6,118.0,108.42859
1075_2016-05-25_14_6,138.0,116.25158
1075_2016-05-25_15_6,151.0,119.88353
1075_2016-05-25_16_6,125.0,100.80885
1075_2016-05-25_17_6,95.0,69.66291
1075_2016-05-25_18_6,70.0,43.706005
1075_2016-05-25_19_6,46.0,21.870972
1075_2016-05-25_20_6,13.0,10.01353
1075_2016-05-25_21_6,7.0,5.7191157
1075_2016-05-25_22_6,5.0,6.6349154
1075_2016-05-25_23_6,11.0,13.371874
1075_2016-05-26_0_6,33.0,30.399435
1075_2016-05-26_1_6,46.0,54.033543
1075_2016-05-26_2_6,79.0,88.613976
1075_2016-05-26_3_6,78.0,71.557976
1075_2016-05-26_4_6,68.0,67.97649
