,history,predict
1075_2016-05-06_2_2,8.0,8.313435
1075_2016-05-06_3_2,14.0,13.11577
1075_2016-05-06_4_2,34.0,25.411842
1075_2016-05-06_5_2,66.0,44.03464
1075_2016-05-06_6_2,129.0,73.68092
1075_2016-05-06_7_2,91.0,74.954796
1075_2016-05-06_8_2,91.0,83.73389
1075_2016-05-06_9_2,78.0,91.38912
1075_2016-05-06_10_2,90.0,108.9531
1075_2016-05-06_11_2,96.0,108.994446
1075_2016-05-06_12_2,96.0,113.21093
1075_2016-05-06_13_2,82.0,105.98808
1075_2016-05-06_14_2,66.0,79.90879
1075_2016-05-06_15_2,100.0,96.44376
1075_2016-05-06_16_2,121.0,120.54686
1075_2016-05-06_17_2,102.0,113.86602
1075_2016-05-06_18_2,94.0,106.03903
1075_2016-05-06_19_2,66.0,102.50838
1075_2016-05-06_20_2,70.0,90.39247
1075_2016-05-06_21_2,82.0,72.8217
1075_2016-05-06_22_2,54.0,58.11863
1075_2016-05-06_23_2,42.0,38.978134
1075_2016-05-07_0_2,15.0,22.16952
1075_2016-05-07_1_2,13.0,15.0834255
1075_2016-05-07_2_2,11.0,11.616192
1075_2016-05-07_3_2,13.0,8.989601
1075_2016-05-07_4_2,15.0,19.04575
1075_2016-05-07_5_2,23.0,27.921356
1075_2016-05-07_6_2,36.0,37.746525
1075_2016-05-07_7_2,37.0,45.372665
1075_2016-05-07_8_2,51.0,64.566986
1075_2016-05-07_9_2,84.0,74.83137
1075_2016-05-07_10_2,91.0,99.10342
1075_2016-05-07_11_2,125.0,123.62834
1075_2016-05-07_12_2,114.0,121.32137
1075_2016-05-07_13_2,130.0,127.30892
1075_2016-05-07_14_2,107.0,112.72722
1075_2016-05-07_15_2,110.0,126.005295
1075_2016-05-07_16_2,95.0,124.17416
1075_2016-05-07_17_2,109.0,99.901535
1075_2016-05-07_18_2,79.0,80.50879
1075_2016-05-07_19_2,90.0,79.79776
1075_2016-05-07_20_2,76.0,79.925415
1075_2016-05-07_21_2,55.0,84.051735
1075_2016-05-07_22_2,66.0,63.271523
1075_2016-05-07_23_2,34.0,35.46556
1075_2016-05-08_0_2,17.0,20.783098
1075_2016-05-08_1_2,12.0,12.385367
1075_2016-05-08_2_2,14.0,8.17313
1075_2016-05-08_3_2,12.0,8.686371
1075_2016-05-08_4_2,8.0,15.174834
1075_2016-05-08_5_2,15.0,18.53053
1075_2016-05-08_6_2,27.0,25.42848
1075_2016-05-08_7_2,45.0,36.54536
1075_2016-05-08_8_2,48.0,55.959057
1075_2016-05-08_9_2,54.0,81.57536
1075_2016-05-08_10_2,80.0,95.29477
1075_2016-05-08_11_2,92.0,106.73885
1075_2016-05-08_12_2,108.0,104.0881
1075_2016-05-08_13_2,95.0,110.3281
1075_2016-05-08_14_2,111.0,100.85522
1075_2016-05-08_15_2,99.0,95.73838
1075_2016-05-08_16_2,90.0,94.479195
1075_2016-05-08_17_2,78.0,75.08667
1075_2016-05-08_18_2,77.0,64.23688
1075_2016-05-08_19_2,60.0,56.33098
1075_2016-05-08_20_2,45.0,44.69533
1075_2016-05-08_21_2,24.0,30.22353
1075_2016-05-08_22_2,15.0,17.713741
1075_2016-05-08_23_2,11.0,10.456079
1075_2016-05-09_0_2,4.0,4.6521797
1075_2016-05-09_1_2,3.0,3.0650616
1075_2016-05-09_2_2,7.0,5.2457085
1075_2016-05-09_3_2,6.0,8.452848
1075_2016-05-09_4_2,15.0,20.24934
1075_2016-05-09_5_2,47.0,36.99834
1075_2016-05-09_6_2,53.0,65.972145
1075_2016-05-09_7_2,66.0,58.481506
1075_2016-05-09_8_2,56.0,52.032066
1075_2016-05-09_9_2,65.0,66.88525
1075_2016-05-09_10_2,71.0,82.515434
1075_2016-05-09_11_2,101.0,94.21054
1075_2016-05-09_12_2,97.0,100.55256
1075_2016-05-09_13_2,123.0,102.42395
1075_2016-05-09_14_2,63.0,87.705795
1075_2016-05-09_15_2,99.0,101.24198
1075_2016-05-09_16_2,124.0,104.54147
1075_2016-05-09_17_2,93.0,102.9348
1075_2016-05-09_18_2,80.0,99.71297
1075_2016-05-09_19_2,96.0,86.31669
1075_2016-05-09_20_2,58.0,61.95781
1075_2016-05-09_21_2,46.0,42.29151
1075_2016-05-09_22_2,25.0,20.39898
1075_2016-05-09_23_2,16.0,15.50386
1075_2016-05-10_0_2,13.0,7.041316
1075_2016-05-10_1_2,1.0,4.204955
1075_2016-05-10_2_2,2.0,5.926305
1075_2016-05-10_3_2,10.0,8.050908
1075_2016-05-10_4_2,25.0,20.777548
1075_2016-05-10_5_2,37.0,46.193718
1075_2016-05-10_6_2,71.0,81.7015
1075_2016-05-10_7_2,59.0,68.999146
1075_2016-05-10_8_2,52.0,61.36765
1075_2016-05-10_9_2,66.0,70.764404
1075_2016-05-10_10_2,98.0,79.72921
1075_2016-05-10_11_2,95.0,97.1697
1075_2016-05-10_12_2,85.0,100.90495
1075_2016-05-10_13_2,104.0,94.75411
1075_2016-05-10_14_2,86.0,66.66352
1075_2016-05-10_15_2,104.0,92.931
1075_2016-05-10_16_2,118.0,118.081245
1075_2016-05-10_17_2,112.0,112.895706
1075_2016-05-10_18_2,84.0,109.674
1075_2016-05-10_19_2,102.0,114.71244
1075_2016-05-10_20_2,68.0,83.13191
1075_2016-05-10_21_2,52.0,51.093914
1075_2016-05-10_22_2,33.0,28.616009
1075_2016-05-10_23_2,17.0,17.1979
1075_2016-05-11_0_2,8.0,8.856802
1075_2016-05-11_1_2,4.0,4.288663
1075_2016-05-11_2_2,5.0,4.024666
1075_2016-05-11_3_2,10.0,9.536974
1075_2016-05-11_4_2,18.0,21.71148
1075_2016-05-11_5_2,48.0,45.66649
1075_2016-05-11_6_2,74.0,79.67426
1075_2016-05-11_7_2,73.0,67.719734
1075_2016-05-11_8_2,65.0,59.707947
1075_2016-05-11_9_2,74.0,77.2401
1075_2016-05-11_10_2,95.0,93.908966
1075_2016-05-11_11_2,110.0,100.39301
1075_2016-05-11_12_2,93.0,102.64118
1075_2016-05-11_13_2,97.0,100.98892
1075_2016-05-11_14_2,75.0,71.16063
1075_2016-05-11_15_2,84.0,92.01045
1075_2016-05-11_16_2,114.0,115.66848
1075_2016-05-11_17_2,116.0,112.15836
1075_2016-05-11_18_2,102.0,112.86924
1075_2016-05-11_19_2,111.0,125.93968
1075_2016-05-11_20_2,102.0,93.28285
1075_2016-05-11_21_2,71.0,60.193653
1075_2016-05-11_22_2,33.0,37.684517
1075_2016-05-11_23_2,14.0,22.305796
1075_2016-05-12_0_2,11.0,9.406624
1075_2016-05-12_1_2,6.0,3.862647
1075_2016-05-12_2_2,5.0,5.14212
1075_2016-05-12_3_2,11.0,9.887561
1075_2016-05-12_4_2,23.0,22.126856
1075_2016-05-12_5_2,58.0,49.241436
1075_2016-05-12_6_2,77.0,81.127945
1075_2016-05-12_7_2,63.0,72.838554
1075_2016-05-12_8_2,71.0,63.471123
1075_2016-05-12_9_2,74.0,74.01191
1075_2016-05-12_10_2,99.0,97.396065
1075_2016-05-12_11_2,108.0,104.63021
1075_2016-05-12_12_2,119.0,106.477745
1075_2016-05-12_13_2,102.0,103.68751
1075_2016-05-12_14_2,71.0,81.27259
1075_2016-05-12_15_2,74.0,94.94341
1075_2016-05-12_16_2,115.0,114.14958
1075_2016-05-12_17_2,107.0,113.39971
1075_2016-05-12_18_2,145.0,115.1642
1075_2016-05-12_19_2,158.0,126.8366
1075_2016-05-12_20_2,116.0,117.42227
1075_2016-05-12_21_2,82.0,89.281265
1075_2016-05-12_22_2,52.0,53.411697
1075_2016-05-12_23_2,18.0,27.531147
1075_2016-05-13_0_2,12.0,15.266133
1075_2016-05-13_1_2,9.0,8.947091
1075_2016-05-13_2_2,4.0,6.03392
1075_2016-05-13_3_2,9.0,10.267075
1075_2016-05-13_4_2,32.0,23.878412
1075_2016-05-13_5_2,43.0,46.241364
1075_2016-05-13_6_2,54.0,74.31266
1075_2016-05-13_7_2,60.0,66.971794
1075_2016-05-13_8_2,60.0,62.721237
1075_2016-05-13_9_2,73.0,70.77249
1075_2016-05-13_10_2,101.0,90.8543
1075_2016-05-13_11_2,90.0,102.487434
1075_2016-05-13_12_2,120.0,107.62471
1075_2016-05-13_13_2,84.0,100.16998
1075_2016-05-13_14_2,59.0,81.65548
1075_2016-05-13_15_2,75.0,90.424866
1075_2016-05-13_16_2,75.0,112.6242
1075_2016-05-13_17_2,106.0,103.10346
1075_2016-05-13_18_2,74.0,86.595215
1075_2016-05-13_19_2,81.0,92.40828
1075_2016-05-13_20_2,86.0,78.42791
1075_2016-05-13_21_2,95.0,73.1403
1075_2016-05-13_22_2,65.0,59.592686
1075_2016-05-13_23_2,54.0,41.08119
1075_2016-05-14_0_2,29.0,21.865139
1075_2016-05-14_1_2,8.0,16.583902
1075_2016-05-14_2_2,12.0,13.196439
1075_2016-05-14_3_2,11.0,8.5421915
1075_2016-05-14_4_2,13.0,17.774876
1075_2016-05-14_5_2,25.0,24.285807
1075_2016-05-14_6_2,36.0,33.105347
1075_2016-05-14_7_2,51.0,42.992134
1075_2016-05-14_8_2,61.0,59.5677
1075_2016-05-14_9_2,94.0,77.105034
1075_2016-05-14_10_2,127.0,101.37544
1075_2016-05-14_11_2,149.0,125.0247
1075_2016-05-14_12_2,121.0,129.16872
1075_2016-05-14_13_2,133.0,133.91809
1075_2016-05-14_14_2,132.0,118.54371
1075_2016-05-14_15_2,138.0,124.76418
1075_2016-05-14_16_2,162.0,125.5646
1075_2016-05-14_17_2,122.0,111.9132
1075_2016-05-14_18_2,112.0,94.680595
1075_2016-05-14_19_2,80.0,90.75562
1075_2016-05-14_20_2,79.0,92.13501
1075_2016-05-14_21_2,86.0,85.27644
1075_2016-05-14_22_2,73.0,65.51392
1075_2016-05-14_23_2,52.0,43.721535
1075_2016-05-15_0_2,29.0,26.207502
1075_2016-05-15_1_2,13.0,19.15167
1075_2016-05-15_2_2,10.0,14.276315
1075_2016-05-15_3_2,16.0,12.2379875
1075_2016-05-15_4_2,13.0,14.758472
1075_2016-05-15_5_2,19.0,20.804335
1075_2016-05-15_6_2,24.0,27.56812
1075_2016-05-15_7_2,49.0,40.09848
1075_2016-05-15_8_2,68.0,58.53863
1075_2016-05-15_9_2,92.0,79.8807
1075_2016-05-15_10_2,114.0,106.61308
1075_2016-05-15_11_2,108.0,119.008484
1075_2016-05-15_12_2,106.0,117.81736
1075_2016-05-15_13_2,107.0,118.93695
1075_2016-05-15_14_2,78.0,108.77218
1075_2016-05-15_15_2,73.0,104.76966
1075_2016-05-15_16_2,88.0,90.217445
1075_2016-05-15_17_2,66.0,71.83862
1075_2016-05-15_18_2,63.0,64.43414
1075_2016-05-15_19_2,51.0,56.556625
1075_2016-05-15_20_2,38.0,43.894413
1075_2016-05-15_21_2,29.0,31.050684
1075_2016-05-15_22_2,16.0,18.480198
1075_2016-05-15_23_2,13.0,12.551615
1075_2016-05-16_0_2,2.0,5.2566943
1075_2016-05-16_1_2,1.0,3.5941722
1075_2016-05-16_2_2,5.0,5.0162725
1075_2016-05-16_3_2,11.0,8.607894
1075_2016-05-16_4_2,27.0,19.907377
1075_2016-05-16_5_2,45.0,40.288277
1075_2016-05-16_6_2,77.0,62.94104
1075_2016-05-16_7_2,69.0,59.3639
1075_2016-05-16_8_2,77.0,63.850815
1075_2016-05-16_9_2,76.0,74.034615
1075_2016-05-16_10_2,80.0,93.649956
1075_2016-05-16_11_2,98.0,103.53761
1075_2016-05-16_12_2,103.0,102.78704
1075_2016-05-16_13_2,97.0,106.193436
1075_2016-05-16_14_2,94.0,83.097534
1075_2016-05-16_15_2,103.0,90.7078
1075_2016-05-16_16_2,119.0,113.34443
1075_2016-05-16_17_2,96.0,107.91117
1075_2016-05-16_18_2,95.0,95.23578
1075_2016-05-16_19_2,77.0,85.8567
1075_2016-05-16_20_2,64.0,64.8508
1075_2016-05-16_21_2,45.0,40.49436
1075_2016-05-16_22_2,24.0,23.928566
1075_2016-05-16_23_2,18.0,16.16931
1075_2016-05-17_0_2,7.0,8.25751
1075_2016-05-17_1_2,5.0,4.224103
1075_2016-05-17_2_2,4.0,4.7366724
1075_2016-05-17_3_2,10.0,10.621275
1075_2016-05-17_4_2,31.0,23.78866
1075_2016-05-17_5_2,56.0,45.294178
1075_2016-05-17_6_2,90.0,81.759766
1075_2016-05-17_7_2,61.0,73.85964
1075_2016-05-17_8_2,59.0,68.901436
1075_2016-05-17_9_2,85.0,75.48401
1075_2016-05-17_10_2,96.0,88.4253
1075_2016-05-17_11_2,96.0,103.35691
1075_2016-05-17_12_2,117.0,102.11157
1075_2016-05-17_13_2,108.0,98.266205
1075_2016-05-17_14_2,75.0,78.18004
1075_2016-05-17_15_2,76.0,96.772766
1075_2016-05-17_16_2,88.0,115.93465
1075_2016-05-17_17_2,108.0,105.253456
1075_2016-05-17_18_2,99.0,98.200264
1075_2016-05-17_19_2,136.0,108.777885
1075_2016-05-17_20_2,107.0,79.846535
1075_2016-05-17_21_2,111.0,61.712772
1075_2016-05-17_22_2,117.0,37.48587
1075_2016-05-17_23_2,33.0,31.596806
1075_2016-05-18_0_2,7.0,29.205708
1075_2016-05-18_1_2,1.0,13.955222
1075_2016-05-18_2_2,5.0,7.81182
1075_2016-05-18_3_2,13.0,10.921805
1075_2016-05-18_4_2,31.0,23.923534
1075_2016-05-18_5_2,57.0,50.27381
1075_2016-05-18_6_2,83.0,86.33813
1075_2016-05-18_7_2,55.0,72.47257
1075_2016-05-18_8_2,60.0,65.968
1075_2016-05-18_9_2,93.0,77.27119
1075_2016-05-18_10_2,112.0,95.258766
1075_2016-05-18_11_2,92.0,107.37073
1075_2016-05-18_12_2,110.0,113.73872
1075_2016-05-18_13_2,84.0,98.96769
1075_2016-05-18_14_2,36.0,76.96963
1075_2016-05-18_15_2,59.0,87.2191
1075_2016-05-18_16_2,115.0,97.91768
1075_2016-05-18_17_2,88.0,105.62503
1075_2016-05-18_18_2,114.0,112.73401
1075_2016-05-18_19_2,104.0,120.57401
1075_2016-05-18_20_2,114.0,100.3339
1075_2016-05-18_21_2,72.0,68.118256
1075_2016-05-18_22_2,43.0,46.19712
1075_2016-05-18_23_2,22.0,22.163794
1075_2016-05-19_0_2,7.0,10.111384
1075_2016-05-19_1_2,3.0,4.925852
1075_2016-05-19_2_2,6.0,4.769333
1075_2016-05-19_3_2,12.0,9.972553
1075_2016-05-19_4_2,30.0,24.15537
1075_2016-05-19_5_2,51.0,52.154625
1075_2016-05-19_6_2,96.0,82.84584
1075_2016-05-19_7_2,80.0,66.95368
1075_2016-05-19_8_2,57.0,68.989204
1075_2016-05-19_9_2,82.0,83.99902
1075_2016-05-19_10_2,92.0,99.61953
1075_2016-05-19_11_2,109.0,104.38099
1075_2016-05-19_12_2,133.0,108.5515
1075_2016-05-19_13_2,105.0,101.288994
1075_2016-05-19_14_2,67.0,76.537315
1075_2016-05-19_15_2,96.0,86.951225
1075_2016-05-19_16_2,92.0,111.41621
1075_2016-05-19_17_2,75.0,115.33336
1075_2016-05-19_18_2,116.0,113.52685
1075_2016-05-19_19_2,121.0,114.09914
1075_2016-05-19_20_2,120.0,111.971054
1075_2016-05-19_21_2,84.0,81.054276
1075_2016-05-19_22_2,48.0,58.508953
1075_2016-05-19_23_2,24.0,27.668915
1075_2016-05-20_0_2,17.0,12.49947
1075_2016-05-20_1_2,6.0,7.652476
1075_2016-05-20_2_2,5.0,6.7593846
1075_2016-05-20_3_2,7.0,9.868894
1075_2016-05-20_4_2,33.0,24.556149
1075_2016-05-20_5_2,44.0,44.07208
1075_2016-05-20_6_2,82.0,71.00529
1075_2016-05-20_7_2,55.0,66.99812
1075_2016-05-20_8_2,73.0,67.53617
1075_2016-05-20_9_2,79.0,74.23454
1075_2016-05-20_10_2,115.0,101.297844
1075_2016-05-20_11_2,108.0,102.85366
1075_2016-05-20_12_2,112.0,117.175644
1075_2016-05-20_13_2,104.0,101.79276
1075_2016-05-20_14_2,82.0,77.22208
1075_2016-05-20_15_2,82.0,92.24038
1075_2016-05-20_16_2,137.0,114.269295
1075_2016-05-20_17_2,121.0,102.8461
1075_2016-05-20_18_2,145.0,105.7291
1075_2016-05-20_19_2,139.0,101.594345
1075_2016-05-20_20_2,123.0,105.952194
1075_2016-05-20_21_2,88.0,102.44605
1075_2016-05-20_22_2,82.0,70.46581
1075_2016-05-20_23_2,52.0,46.389503
1075_2016-05-21_0_2,31.0,27.843044
1075_2016-05-21_1_2,19.0,17.210464
1075_2016-05-21_2_2,13.0,15.068675
1075_2016-05-21_3_2,12.0,13.321497
1075_2016-05-21_4_2,20.0,21.44697
1075_2016-05-21_5_2,26.0,27.97905
1075_2016-05-21_6_2,31.0,36.4622
1075_2016-05-21_7_2,48.0,44.80885
1075_2016-05-21_8_2,56.0,61.012016
1075_2016-05-21_9_2,84.0,80.74538
1075_2016-05-21_10_2,91.0,107.8127
1075_2016-05-21_11_2,125.0,123.69568
1075_2016-05-21_12_2,122.0,116.46548
1075_2016-05-21_13_2,102.0,127.64002
1075_2016-05-21_14_2,99.0,115.11575
1075_2016-05-21_15_2,141.0,111.95096
1075_2016-05-21_16_2,99.0,125.13281
1075_2016-05-21_17_2,78.0,109.19882
1075_2016-05-21_18_2,70.0,85.935165
1075_2016-05-21_19_2,66.0,80.28135
1075_2016-05-21_20_2,73.0,78.50337
1075_2016-05-21_21_2,76.0,81.41725
1075_2016-05-21_22_2,72.0,66.54495
1075_2016-05-21_23_2,44.0,39.315826
1075_2016-05-22_0_2,21.0,24.472214
1075_2016-05-22_1_2,12.0,14.482731
1075_2016-05-22_2_2,9.0,9.742722
1075_2016-05-22_3_2,11.0,10.605321
1075_2016-05-22_4_2,16.0,14.815907
1075_2016-05-22_5_2,16.0,18.933987
1075_2016-05-22_6_2,30.0,25.980661
1075_2016-05-22_7_2,42.0,37.89024
1075_2016-05-22_8_2,65.0,59.37867
1075_2016-05-22_9_2,85.0,80.42277
1075_2016-05-22_10_2,118.0,101.90814
1075_2016-05-22_11_2,106.0,114.41589
1075_2016-05-22_12_2,127.0,118.44225
1075_2016-05-22_13_2,114.0,111.02588
1075_2016-05-22_14_2,119.0,103.614685
1075_2016-05-22_15_2,117.0,102.93563
1075_2016-05-22_16_2,81.0,101.72823
1075_2016-05-22_17_2,84.0,76.45694
1075_2016-05-22_18_2,58.0,64.45804
1075_2016-05-22_19_2,62.0,61.28605
1075_2016-05-22_20_2,58.0,44.454437
1075_2016-05-22_21_2,27.0,35.79952
1075_2016-05-22_22_2,21.0,26.09914
1075_2016-05-22_23_2,14.0,13.805781
1075_2016-05-23_0_2,6.0,4.5522695
1075_2016-05-23_1_2,0.0,3.0729632
1075_2016-05-23_2_2,4.0,6.6204524
1075_2016-05-23_3_2,6.0,9.23784
1075_2016-05-23_4_2,30.0,22.614382
1075_2016-05-23_5_2,50.0,38.903946
1075_2016-05-23_6_2,96.0,67.82338
1075_2016-05-23_7_2,67.0,60.740078
1075_2016-05-23_8_2,61.0,69.22814
1075_2016-05-23_9_2,72.0,79.23758
1075_2016-05-23_10_2,95.0,91.67522
1075_2016-05-23_11_2,87.0,101.20459
1075_2016-05-23_12_2,107.0,110.72681
1075_2016-05-23_13_2,109.0,100.00114
1075_2016-05-23_14_2,89.0,84.76585
1075_2016-05-23_15_2,107.0,99.32736
1075_2016-05-23_16_2,124.0,110.50836
1075_2016-05-23_17_2,111.0,103.599075
1075_2016-05-23_18_2,87.0,97.24485
1075_2016-05-23_19_2,107.0,92.56693
1075_2016-05-23_20_2,83.0,68.12722
1075_2016-05-23_21_2,30.0,47.63103
1075_2016-05-23_22_2,32.0,33.973133
1075_2016-05-23_23_2,14.0,14.441401
1075_2016-05-24_0_2,12.0,8.029625
1075_2016-05-24_1_2,3.0,3.055428
1075_2016-05-24_2_2,4.0,5.632039
1075_2016-05-24_3_2,10.0,10.868184
1075_2016-05-24_4_2,30.0,25.858652
1075_2016-05-24_5_2,61.0,48.782806
1075_2016-05-24_6_2,95.0,87.4327
1075_2016-05-24_7_2,87.0,73.54125
1075_2016-05-24_8_2,53.0,67.14753
1075_2016-05-24_9_2,60.0,84.55575
1075_2016-05-24_10_2,70.0,93.91442
1075_2016-05-24_11_2,87.0,92.55158
1075_2016-05-24_12_2,91.0,99.17012
1075_2016-05-24_13_2,83.0,91.541794
1075_2016-05-24_14_2,77.0,69.75558
1075_2016-05-24_15_2,92.0,84.56736
1075_2016-05-24_16_2,91.0,110.100655
1075_2016-05-24_17_2,101.0,108.5083
1075_2016-05-24_18_2,120.0,102.33941
1075_2016-05-24_19_2,104.0,112.25612
1075_2016-05-24_20_2,80.0,93.90533
1075_2016-05-24_21_2,62.0,55.658543
1075_2016-05-24_22_2,35.0,31.74687
1075_2016-05-24_23_2,19.0,21.638182
1075_2016-05-25_0_2,6.0,7.883097
1075_2016-05-25_1_2,9.0,3.4719405
1075_2016-05-25_2_2,7.0,3.8554232
1075_2016-05-25_3_2,10.0,10.880715
1075_2016-05-25_4_2,28.0,24.842203
1075_2016-05-25_5_2,48.0,50.13894
1075_2016-05-25_6_2,88.0,86.7075
1075_2016-05-25_7_2,59.0,69.64181
1075_2016-05-25_8_2,58.0,62.47564
1075_2016-05-25_9_2,71.0,74.44794
1075_2016-05-25_10_2,85.0,89.776566
1075_2016-05-25_11_2,105.0,94.72091
1075_2016-05-25_12_2,106.0,101.696236
1075_2016-05-25_13_2,100.0,91.58139
1075_2016-05-25_14_2,62.0,66.006256
1075_2016-05-25_15_2,94.0,88.15284
1075_2016-05-25_16_2,113.0,104.591286
1075_2016-05-25_17_2,118.0,110.16016
1075_2016-05-25_18_2,138.0,116.32403
1075_2016-05-25_19_2,151.0,124.97167
1075_2016-05-25_20_2,125.0,108.885635
1075_2016-05-25_21_2,95.0,74.82779
1075_2016-05-25_22_2,70.0,48.923267
1075_2016-05-25_23_2,46.0,28.490602
1075_2016-05-26_0_2,13.0,18.836554
1075_2016-05-26_1_2,7.0,11.351453
1075_2016-05-26_2_2,5.0,8.409381
1075_2016-05-26_3_2,11.0,13.3878565
1075_2016-05-26_4_2,33.0,27.052193
1075_2016-05-26_5_2,46.0,50.766384
