,history,predict
1075_2016-05-03_0_5,3.0,10.5087385
1075_2016-05-03_1_5,26.0,25.036776
1075_2016-05-03_2_5,51.0,44.141235
1075_2016-05-03_3_5,92.0,80.37598
1075_2016-05-03_4_5,79.0,68.99202
1075_2016-05-03_5_5,70.0,64.30539
1075_2016-05-03_6_5,80.0,79.86115
1075_2016-05-03_7_5,76.0,94.16953
1075_2016-05-03_8_5,108.0,101.460335
1075_2016-05-03_9_5,86.0,109.60924
1075_2016-05-03_10_5,91.0,102.8222
1075_2016-05-03_11_5,68.0,80.68038
1075_2016-05-03_12_5,100.0,89.90603
1075_2016-05-03_13_5,132.0,111.45291
1075_2016-05-03_14_5,122.0,109.57213
1075_2016-05-03_15_5,97.0,109.18988
1075_2016-05-03_16_5,73.0,113.29682
1075_2016-05-03_17_5,103.0,85.91731
1075_2016-05-03_18_5,72.0,61.106457
1075_2016-05-03_19_5,37.0,33.644157
1075_2016-05-03_20_5,20.0,19.361006
1075_2016-05-03_21_5,11.0,7.8921037
1075_2016-05-03_22_5,6.0,6.0188994
1075_2016-05-03_23_5,2.0,6.1542954
1075_2016-05-04_0_5,16.0,8.183857
1075_2016-05-04_1_5,26.0,22.713955
1075_2016-05-04_2_5,50.0,47.223454
1075_2016-05-04_3_5,89.0,82.65681
1075_2016-05-04_4_5,80.0,69.14518
1075_2016-05-04_5_5,57.0,67.10753
1075_2016-05-04_6_5,83.0,82.191826
1075_2016-05-04_7_5,117.0,94.91253
1075_2016-05-04_8_5,118.0,102.87859
1075_2016-05-04_9_5,110.0,108.31869
1075_2016-05-04_10_5,97.0,100.708046
1075_2016-05-04_11_5,51.0,77.98947
1075_2016-05-04_12_5,93.0,96.29867
1075_2016-05-04_13_5,123.0,120.72461
1075_2016-05-04_14_5,120.0,120.43203
1075_2016-05-04_15_5,109.0,116.134186
1075_2016-05-04_16_5,143.0,115.56564
1075_2016-05-04_17_5,98.0,100.70331
1075_2016-05-04_18_5,52.0,70.72584
1075_2016-05-04_19_5,47.0,39.953014
1075_2016-05-04_20_5,12.0,21.071632
1075_2016-05-04_21_5,9.0,13.209466
1075_2016-05-04_22_5,3.0,7.3720546
1075_2016-05-04_23_5,5.0,4.1598797
1075_2016-05-05_0_5,13.0,11.693196
1075_2016-05-05_1_5,24.0,24.785164
1075_2016-05-05_2_5,45.0,49.79823
1075_2016-05-05_3_5,83.0,82.31279
1075_2016-05-05_4_5,74.0,70.75825
1075_2016-05-05_5_5,59.0,64.33217
1075_2016-05-05_6_5,79.0,82.23763
1075_2016-05-05_7_5,87.0,103.425705
1075_2016-05-05_8_5,121.0,106.12297
1075_2016-05-05_9_5,131.0,109.70944
1075_2016-05-05_10_5,109.0,100.734505
1075_2016-05-05_11_5,97.0,74.25577
1075_2016-05-05_12_5,117.0,89.84344
1075_2016-05-05_13_5,139.0,115.10766
1075_2016-05-05_14_5,119.0,122.58406
1075_2016-05-05_15_5,120.0,118.27331
1075_2016-05-05_16_5,170.0,134.22713
1075_2016-05-05_17_5,118.0,115.931335
1075_2016-05-05_18_5,101.0,79.2828
1075_2016-05-05_19_5,66.0,54.017246
1075_2016-05-05_20_5,26.0,30.324583
1075_2016-05-05_21_5,17.0,19.868494
1075_2016-05-05_22_5,18.0,11.09513
1075_2016-05-05_23_5,8.0,9.918165
1075_2016-05-06_0_5,14.0,12.676477
1075_2016-05-06_1_5,34.0,26.145954
1075_2016-05-06_2_5,66.0,43.87924
1075_2016-05-06_3_5,129.0,71.672264
1075_2016-05-06_4_5,91.0,69.2467
1075_2016-05-06_5_5,91.0,65.767555
1075_2016-05-06_6_5,78.0,80.34896
1075_2016-05-06_7_5,90.0,104.06936
1075_2016-05-06_8_5,96.0,114.33845
1075_2016-05-06_9_5,96.0,118.73471
1075_2016-05-06_10_5,82.0,113.95029
1075_2016-05-06_11_5,66.0,88.490234
1075_2016-05-06_12_5,100.0,105.63946
1075_2016-05-06_13_5,121.0,128.13306
1075_2016-05-06_14_5,102.0,117.71789
1075_2016-05-06_15_5,94.0,106.07014
1075_2016-05-06_16_5,66.0,100.934814
1075_2016-05-06_17_5,70.0,94.56174
1075_2016-05-06_18_5,82.0,85.19607
1075_2016-05-06_19_5,54.0,62.432957
1075_2016-05-06_20_5,42.0,41.05985
1075_2016-05-06_21_5,15.0,21.031504
1075_2016-05-06_22_5,13.0,14.557452
1075_2016-05-06_23_5,11.0,11.844742
1075_2016-05-07_0_5,13.0,10.456533
1075_2016-05-07_1_5,15.0,19.890652
1075_2016-05-07_2_5,23.0,24.579636
1075_2016-05-07_3_5,36.0,39.198696
1075_2016-05-07_4_5,37.0,47.374374
1075_2016-05-07_5_5,51.0,66.27496
1075_2016-05-07_6_5,84.0,79.361176
1075_2016-05-07_7_5,91.0,100.396454
1075_2016-05-07_8_5,125.0,117.59355
1075_2016-05-07_9_5,114.0,116.39508
1075_2016-05-07_10_5,130.0,118.397285
1075_2016-05-07_11_5,107.0,110.45419
1075_2016-05-07_12_5,110.0,118.024216
1075_2016-05-07_13_5,95.0,123.63422
1075_2016-05-07_14_5,109.0,102.9946
1075_2016-05-07_15_5,79.0,85.71649
1075_2016-05-07_16_5,90.0,79.42574
1075_2016-05-07_17_5,76.0,75.27774
1075_2016-05-07_18_5,55.0,77.809395
1075_2016-05-07_19_5,66.0,62.658646
1075_2016-05-07_20_5,34.0,41.584656
1075_2016-05-07_21_5,17.0,23.796444
1075_2016-05-07_22_5,12.0,15.050395
1075_2016-05-07_23_5,14.0,9.55846
1075_2016-05-08_0_5,12.0,8.970467
1075_2016-05-08_1_5,8.0,14.119064
1075_2016-05-08_2_5,15.0,19.318003
1075_2016-05-08_3_5,27.0,27.512503
1075_2016-05-08_4_5,45.0,38.45769
1075_2016-05-08_5_5,48.0,57.836544
1075_2016-05-08_6_5,54.0,78.93968
1075_2016-05-08_7_5,80.0,94.802414
1075_2016-05-08_8_5,92.0,115.4813
1075_2016-05-08_9_5,108.0,112.49181
1075_2016-05-08_10_5,95.0,115.48906
1075_2016-05-08_11_5,111.0,103.69928
1075_2016-05-08_12_5,99.0,103.626854
1075_2016-05-08_13_5,90.0,93.0138
1075_2016-05-08_14_5,78.0,78.406555
1075_2016-05-08_15_5,77.0,69.25875
1075_2016-05-08_16_5,60.0,60.8284
1075_2016-05-08_17_5,45.0,43.697
1075_2016-05-08_18_5,24.0,28.394247
1075_2016-05-08_19_5,15.0,18.143261
1075_2016-05-08_20_5,11.0,13.073548
1075_2016-05-08_21_5,4.0,5.9443326
1075_2016-05-08_22_5,3.0,3.9407954
1075_2016-05-08_23_5,7.0,5.137704
1075_2016-05-09_0_5,6.0,7.215781
1075_2016-05-09_1_5,15.0,19.522398
1075_2016-05-09_2_5,47.0,37.628723
1075_2016-05-09_3_5,53.0,66.102394
1075_2016-05-09_4_5,66.0,58.64932
1075_2016-05-09_5_5,56.0,56.638176
1075_2016-05-09_6_5,65.0,65.429085
1075_2016-05-09_7_5,71.0,82.351425
1075_2016-05-09_8_5,101.0,92.8126
1075_2016-05-09_9_5,97.0,105.498886
1075_2016-05-09_10_5,123.0,101.829124
1075_2016-05-09_11_5,63.0,87.938194
1075_2016-05-09_12_5,99.0,93.02011
1075_2016-05-09_13_5,124.0,109.97991
1075_2016-05-09_14_5,93.0,99.2527
1075_2016-05-09_15_5,80.0,97.009605
1075_2016-05-09_16_5,96.0,85.37436
1075_2016-05-09_17_5,58.0,63.580013
1075_2016-05-09_18_5,46.0,41.227154
1075_2016-05-09_19_5,25.0,21.95351
1075_2016-05-09_20_5,16.0,12.675105
1075_2016-05-09_21_5,13.0,6.938393
1075_2016-05-09_22_5,1.0,3.4179952
1075_2016-05-09_23_5,2.0,3.584477
1075_2016-05-10_0_5,10.0,9.366516
1075_2016-05-10_1_5,25.0,20.93549
1075_2016-05-10_2_5,37.0,45.544613
1075_2016-05-10_3_5,71.0,78.64652
1075_2016-05-10_4_5,59.0,70.01538
1075_2016-05-10_5_5,52.0,59.704647
1075_2016-05-10_6_5,66.0,77.65609
1075_2016-05-10_7_5,98.0,84.06383
1075_2016-05-10_8_5,95.0,98.5224
1075_2016-05-10_9_5,85.0,99.68369
1075_2016-05-10_10_5,104.0,95.42214
1075_2016-05-10_11_5,86.0,72.013115
1075_2016-05-10_12_5,104.0,93.12873
1075_2016-05-10_13_5,118.0,111.33215
1075_2016-05-10_14_5,112.0,106.228485
1075_2016-05-10_15_5,84.0,104.36967
1075_2016-05-10_16_5,102.0,115.370346
1075_2016-05-10_17_5,68.0,84.300224
1075_2016-05-10_18_5,52.0,57.282635
1075_2016-05-10_19_5,33.0,31.46021
1075_2016-05-10_20_5,17.0,17.686577
1075_2016-05-10_21_5,8.0,9.978868
1075_2016-05-10_22_5,4.0,3.7925017
1075_2016-05-10_23_5,5.0,3.3475757
1075_2016-05-11_0_5,10.0,8.244408
1075_2016-05-11_1_5,18.0,21.904413
1075_2016-05-11_2_5,48.0,44.377544
1075_2016-05-11_3_5,74.0,80.37281
1075_2016-05-11_4_5,73.0,69.59533
1075_2016-05-11_5_5,65.0,61.1701
1075_2016-05-11_6_5,74.0,75.75242
1075_2016-05-11_7_5,95.0,90.06846
1075_2016-05-11_8_5,110.0,99.88508
1075_2016-05-11_9_5,93.0,101.34475
1075_2016-05-11_10_5,97.0,98.53557
1075_2016-05-11_11_5,75.0,75.566
1075_2016-05-11_12_5,84.0,94.75338
1075_2016-05-11_13_5,114.0,117.8971
1075_2016-05-11_14_5,116.0,112.950516
1075_2016-05-11_15_5,102.0,111.899506
1075_2016-05-11_16_5,111.0,119.93131
1075_2016-05-11_17_5,102.0,92.32818
1075_2016-05-11_18_5,71.0,64.728966
1075_2016-05-11_19_5,33.0,37.8742
1075_2016-05-11_20_5,14.0,20.178041
1075_2016-05-11_21_5,11.0,10.346382
1075_2016-05-11_22_5,6.0,5.140052
1075_2016-05-11_23_5,5.0,5.000962
1075_2016-05-12_0_5,11.0,8.5224695
1075_2016-05-12_1_5,23.0,21.883259
1075_2016-05-12_2_5,58.0,47.395535
1075_2016-05-12_3_5,77.0,80.3757
1075_2016-05-12_4_5,63.0,71.67466
1075_2016-05-12_5_5,71.0,66.502495
1075_2016-05-12_6_5,74.0,77.5262
1075_2016-05-12_7_5,99.0,97.08734
1075_2016-05-12_8_5,108.0,103.16784
1075_2016-05-12_9_5,119.0,103.39148
1075_2016-05-12_10_5,102.0,102.310455
1075_2016-05-12_11_5,71.0,75.862404
1075_2016-05-12_12_5,74.0,93.39067
1075_2016-05-12_13_5,115.0,113.533585
1075_2016-05-12_14_5,107.0,117.57506
1075_2016-05-12_15_5,145.0,112.59349
1075_2016-05-12_16_5,158.0,123.954384
1075_2016-05-12_17_5,116.0,106.210785
1075_2016-05-12_18_5,82.0,79.5584
1075_2016-05-12_19_5,52.0,48.7982
1075_2016-05-12_20_5,18.0,30.881716
1075_2016-05-12_21_5,12.0,19.03754
1075_2016-05-12_22_5,9.0,10.560692
1075_2016-05-12_23_5,4.0,8.0898075
1075_2016-05-13_0_5,9.0,9.945069
1075_2016-05-13_1_5,32.0,24.111036
1075_2016-05-13_2_5,43.0,43.269745
1075_2016-05-13_3_5,54.0,69.876686
1075_2016-05-13_4_5,60.0,66.02999
1075_2016-05-13_5_5,60.0,65.29645
1075_2016-05-13_6_5,73.0,74.15497
1075_2016-05-13_7_5,101.0,95.90345
1075_2016-05-13_8_5,90.0,103.538795
1075_2016-05-13_9_5,120.0,106.987915
1075_2016-05-13_10_5,84.0,101.97386
1075_2016-05-13_11_5,59.0,80.218925
1075_2016-05-13_12_5,75.0,96.00104
1075_2016-05-13_13_5,75.0,120.88636
1075_2016-05-13_14_5,106.0,110.40273
1075_2016-05-13_15_5,74.0,102.29621
1075_2016-05-13_16_5,81.0,102.547356
1075_2016-05-13_17_5,86.0,89.131836
1075_2016-05-13_18_5,95.0,74.66781
1075_2016-05-13_19_5,65.0,60.257614
1075_2016-05-13_20_5,54.0,32.458
1075_2016-05-13_21_5,29.0,18.55763
1075_2016-05-13_22_5,8.0,11.06328
1075_2016-05-13_23_5,12.0,9.961316
1075_2016-05-14_0_5,11.0,8.3824005
1075_2016-05-14_1_5,13.0,19.741032
1075_2016-05-14_2_5,25.0,26.168995
1075_2016-05-14_3_5,36.0,33.24435
1075_2016-05-14_4_5,51.0,43.094933
1075_2016-05-14_5_5,61.0,59.198944
1075_2016-05-14_6_5,94.0,74.294395
1075_2016-05-14_7_5,127.0,101.64059
1075_2016-05-14_8_5,149.0,116.733765
1075_2016-05-14_9_5,121.0,119.414665
1075_2016-05-14_10_5,133.0,122.22125
1075_2016-05-14_11_5,132.0,110.39818
1075_2016-05-14_12_5,138.0,122.83697
1075_2016-05-14_13_5,162.0,123.92208
1075_2016-05-14_14_5,122.0,104.26072
1075_2016-05-14_15_5,112.0,84.13585
1075_2016-05-14_16_5,80.0,84.945656
1075_2016-05-14_17_5,79.0,82.82591
1075_2016-05-14_18_5,86.0,89.144966
1075_2016-05-14_19_5,73.0,69.63825
1075_2016-05-14_20_5,52.0,47.95092
1075_2016-05-14_21_5,29.0,24.319689
1075_2016-05-14_22_5,13.0,15.90244
1075_2016-05-14_23_5,10.0,11.768019
1075_2016-05-15_0_5,16.0,13.175477
1075_2016-05-15_1_5,13.0,17.777441
1075_2016-05-15_2_5,19.0,20.232958
1075_2016-05-15_3_5,24.0,27.033949
1075_2016-05-15_4_5,49.0,41.45712
1075_2016-05-15_5_5,68.0,60.497143
1075_2016-05-15_6_5,92.0,80.24586
1075_2016-05-15_7_5,114.0,105.73468
1075_2016-05-15_8_5,108.0,120.12401
1075_2016-05-15_9_5,106.0,115.52826
1075_2016-05-15_10_5,107.0,122.64922
1075_2016-05-15_11_5,78.0,116.33878
1075_2016-05-15_12_5,73.0,114.628876
1075_2016-05-15_13_5,88.0,101.75251
1075_2016-05-15_14_5,66.0,85.43466
1075_2016-05-15_15_5,63.0,66.424194
1075_2016-05-15_16_5,51.0,60.76783
1075_2016-05-15_17_5,38.0,43.466812
1075_2016-05-15_18_5,29.0,30.08884
1075_2016-05-15_19_5,16.0,18.394836
1075_2016-05-15_20_5,13.0,14.424262
1075_2016-05-15_21_5,2.0,4.9227905
1075_2016-05-15_22_5,1.0,3.5513284
1075_2016-05-15_23_5,5.0,5.294577
1075_2016-05-16_0_5,11.0,8.397234
1075_2016-05-16_1_5,27.0,20.481058
1075_2016-05-16_2_5,45.0,39.7081
1075_2016-05-16_3_5,77.0,63.98562
1075_2016-05-16_4_5,69.0,57.31416
1075_2016-05-16_5_5,77.0,61.237602
1075_2016-05-16_6_5,76.0,72.948654
1075_2016-05-16_7_5,80.0,88.668976
1075_2016-05-16_8_5,98.0,101.079956
1075_2016-05-16_9_5,103.0,107.05583
1075_2016-05-16_10_5,97.0,109.264824
1075_2016-05-16_11_5,94.0,85.65602
1075_2016-05-16_12_5,103.0,91.4631
1075_2016-05-16_13_5,119.0,110.11565
1075_2016-05-16_14_5,96.0,103.946396
1075_2016-05-16_15_5,95.0,91.98265
1075_2016-05-16_16_5,77.0,86.14047
1075_2016-05-16_17_5,64.0,68.719185
1075_2016-05-16_18_5,45.0,45.47482
1075_2016-05-16_19_5,24.0,23.924368
1075_2016-05-16_20_5,18.0,17.608099
1075_2016-05-16_21_5,7.0,7.1054125
1075_2016-05-16_22_5,5.0,3.4969213
1075_2016-05-16_23_5,4.0,5.030378
1075_2016-05-17_0_5,10.0,10.154315
1075_2016-05-17_1_5,31.0,24.801039
1075_2016-05-17_2_5,56.0,47.348537
1075_2016-05-17_3_5,90.0,80.55301
1075_2016-05-17_4_5,61.0,71.85157
1075_2016-05-17_5_5,59.0,65.76075
1075_2016-05-17_6_5,85.0,80.530266
1075_2016-05-17_7_5,96.0,91.60376
1075_2016-05-17_8_5,96.0,102.66263
1075_2016-05-17_9_5,117.0,101.86287
1075_2016-05-17_10_5,108.0,96.6393
1075_2016-05-17_11_5,75.0,72.6439
1075_2016-05-17_12_5,76.0,93.17618
1075_2016-05-17_13_5,88.0,113.19175
1075_2016-05-17_14_5,108.0,111.0754
1075_2016-05-17_15_5,99.0,110.05282
1075_2016-05-17_16_5,136.0,111.19746
1075_2016-05-17_17_5,107.0,83.35904
1075_2016-05-17_18_5,111.0,54.56729
1075_2016-05-17_19_5,117.0,30.875433
1075_2016-05-17_20_5,33.0,17.954952
1075_2016-05-17_21_5,7.0,9.921285
1075_2016-05-17_22_5,1.0,6.343973
1075_2016-05-17_23_5,5.0,9.202407
1075_2016-05-18_0_5,13.0,20.881683
1075_2016-05-18_1_5,31.0,30.049644
1075_2016-05-18_2_5,57.0,52.084736
1075_2016-05-18_3_5,83.0,85.15899
1075_2016-05-18_4_5,55.0,72.84998
1075_2016-05-18_5_5,60.0,67.161354
1075_2016-05-18_6_5,93.0,84.61975
1075_2016-05-18_7_5,112.0,99.56425
1075_2016-05-18_8_5,92.0,106.48569
1075_2016-05-18_9_5,110.0,107.54361
1075_2016-05-18_10_5,84.0,100.05791
1075_2016-05-18_11_5,36.0,79.90584
1075_2016-05-18_12_5,59.0,94.2104
1075_2016-05-18_13_5,115.0,110.9081
1075_2016-05-18_14_5,88.0,116.168846
1075_2016-05-18_15_5,114.0,113.93074
1075_2016-05-18_16_5,104.0,127.120575
1075_2016-05-18_17_5,114.0,97.97304
1075_2016-05-18_18_5,72.0,71.96652
1075_2016-05-18_19_5,43.0,42.68046
1075_2016-05-18_20_5,22.0,23.641457
1075_2016-05-18_21_5,7.0,9.524358
1075_2016-05-18_22_5,3.0,6.046895
1075_2016-05-18_23_5,6.0,5.319528
1075_2016-05-19_0_5,12.0,10.826751
1075_2016-05-19_1_5,30.0,25.017673
1075_2016-05-19_2_5,51.0,50.55259
1075_2016-05-19_3_5,96.0,82.48346
1075_2016-05-19_4_5,80.0,70.19286
1075_2016-05-19_5_5,57.0,68.04245
1075_2016-05-19_6_5,82.0,82.65055
1075_2016-05-19_7_5,92.0,101.89161
1075_2016-05-19_8_5,109.0,105.06457
1075_2016-05-19_9_5,133.0,111.22299
1075_2016-05-19_10_5,105.0,98.19772
1075_2016-05-19_11_5,67.0,69.171715
1075_2016-05-19_12_5,96.0,84.712166
1075_2016-05-19_13_5,92.0,112.7034
1075_2016-05-19_14_5,75.0,116.18201
1075_2016-05-19_15_5,116.0,116.28464
1075_2016-05-19_16_5,121.0,125.73747
1075_2016-05-19_17_5,120.0,112.46686
1075_2016-05-19_18_5,84.0,83.35002
1075_2016-05-19_19_5,48.0,53.438217
1075_2016-05-19_20_5,24.0,28.225807
1075_2016-05-19_21_5,17.0,13.257746
1075_2016-05-19_22_5,6.0,8.368198
1075_2016-05-19_23_5,5.0,6.21048
1075_2016-05-20_0_5,7.0,9.78407
1075_2016-05-20_1_5,33.0,25.068428
1075_2016-05-20_2_5,44.0,44.372196
1075_2016-05-20_3_5,82.0,70.875725
1075_2016-05-20_4_5,55.0,68.3569
1075_2016-05-20_5_5,73.0,63.19204
1075_2016-05-20_6_5,79.0,77.88643
1075_2016-05-20_7_5,115.0,96.89899
1075_2016-05-20_8_5,108.0,103.68316
1075_2016-05-20_9_5,112.0,113.92519
1075_2016-05-20_10_5,104.0,104.121254
1075_2016-05-20_11_5,82.0,78.73379
1075_2016-05-20_12_5,82.0,95.348724
1075_2016-05-20_13_5,137.0,113.804535
1075_2016-05-20_14_5,121.0,102.72454
1075_2016-05-20_15_5,145.0,101.486664
1075_2016-05-20_16_5,139.0,101.191925
1075_2016-05-20_17_5,123.0,91.102036
1075_2016-05-20_18_5,88.0,86.08002
1075_2016-05-20_19_5,82.0,65.435974
1075_2016-05-20_20_5,52.0,47.52879
1075_2016-05-20_21_5,31.0,27.199766
1075_2016-05-20_22_5,19.0,17.70099
1075_2016-05-20_23_5,13.0,12.76017
1075_2016-05-21_0_5,12.0,13.181993
1075_2016-05-21_1_5,20.0,23.573677
1075_2016-05-21_2_5,26.0,27.565975
1075_2016-05-21_3_5,31.0,38.017475
1075_2016-05-21_4_5,48.0,45.39919
1075_2016-05-21_5_5,56.0,60.220905
1075_2016-05-21_6_5,84.0,79.87624
1075_2016-05-21_7_5,91.0,109.582344
1075_2016-05-21_8_5,125.0,119.4401
1075_2016-05-21_9_5,122.0,122.97369
1075_2016-05-21_10_5,102.0,122.5447
1075_2016-05-21_11_5,99.0,110.91077
1075_2016-05-21_12_5,141.0,115.47042
1075_2016-05-21_13_5,99.0,128.61787
1075_2016-05-21_14_5,78.0,106.129524
1075_2016-05-21_15_5,70.0,85.310905
1075_2016-05-21_16_5,66.0,86.40528
1075_2016-05-21_17_5,73.0,87.9473
1075_2016-05-21_18_5,76.0,83.9097
1075_2016-05-21_19_5,72.0,67.38473
1075_2016-05-21_20_5,44.0,40.84059
1075_2016-05-21_21_5,21.0,22.09038
1075_2016-05-21_22_5,12.0,13.395683
1075_2016-05-21_23_5,9.0,8.749317
1075_2016-05-22_0_5,11.0,10.215049
1075_2016-05-22_1_5,16.0,14.979498
1075_2016-05-22_2_5,16.0,19.816498
1075_2016-05-22_3_5,30.0,24.696627
1075_2016-05-22_4_5,42.0,38.314777
1075_2016-05-22_5_5,65.0,56.32928
1075_2016-05-22_6_5,85.0,78.134
1075_2016-05-22_7_5,118.0,97.960106
1075_2016-05-22_8_5,106.0,113.69925
1075_2016-05-22_9_5,127.0,113.38892
1075_2016-05-22_10_5,114.0,110.54136
1075_2016-05-22_11_5,119.0,101.50435
1075_2016-05-22_12_5,117.0,106.236725
1075_2016-05-22_13_5,81.0,96.10159
1075_2016-05-22_14_5,84.0,74.78066
1075_2016-05-22_15_5,58.0,66.00872
1075_2016-05-22_16_5,62.0,61.517437
1075_2016-05-22_17_5,58.0,47.65045
1075_2016-05-22_18_5,27.0,32.73991
1075_2016-05-22_19_5,21.0,23.880512
1075_2016-05-22_20_5,14.0,13.346332
1075_2016-05-22_21_5,6.0,5.8550854
1075_2016-05-22_22_5,0.0,4.731784
1075_2016-05-22_23_5,4.0,5.922233
1075_2016-05-23_0_5,6.0,9.639089
1075_2016-05-23_1_5,30.0,22.485199
1075_2016-05-23_2_5,50.0,39.875835
1075_2016-05-23_3_5,96.0,64.33275
1075_2016-05-23_4_5,67.0,56.971783
1075_2016-05-23_5_5,61.0,60.4662
1075_2016-05-23_6_5,72.0,73.8692
1075_2016-05-23_7_5,95.0,93.82659
1075_2016-05-23_8_5,87.0,104.1269
1075_2016-05-23_9_5,107.0,113.77643
1075_2016-05-23_10_5,109.0,105.90579
1075_2016-05-23_11_5,89.0,86.89056
1075_2016-05-23_12_5,107.0,100.016014
1075_2016-05-23_13_5,124.0,105.975395
1075_2016-05-23_14_5,111.0,99.21854
1075_2016-05-23_15_5,87.0,93.90349
1075_2016-05-23_16_5,107.0,90.7028
1075_2016-05-23_17_5,83.0,70.75049
1075_2016-05-23_18_5,30.0,46.54647
1075_2016-05-23_19_5,32.0,31.42702
1075_2016-05-23_20_5,14.0,17.355566
1075_2016-05-23_21_5,12.0,9.331835
1075_2016-05-23_22_5,3.0,5.334699
1075_2016-05-23_23_5,4.0,3.5910733
1075_2016-05-24_0_5,10.0,9.698579
1075_2016-05-24_1_5,30.0,24.862003
1075_2016-05-24_2_5,61.0,48.10906
1075_2016-05-24_3_5,95.0,84.09132
1075_2016-05-24_4_5,87.0,71.87219
1075_2016-05-24_5_5,53.0,64.84187
1075_2016-05-24_6_5,60.0,81.12009
1075_2016-05-24_7_5,70.0,96.89405
1075_2016-05-24_8_5,87.0,103.4627
1075_2016-05-24_9_5,91.0,110.67569
1075_2016-05-24_10_5,83.0,97.624435
1075_2016-05-24_11_5,77.0,70.089485
1075_2016-05-24_12_5,92.0,89.28003
1075_2016-05-24_13_5,91.0,108.932335
1075_2016-05-24_14_5,101.0,106.19725
1075_2016-05-24_15_5,120.0,103.45672
1075_2016-05-24_16_5,104.0,113.62941
1075_2016-05-24_17_5,80.0,93.2048
1075_2016-05-24_18_5,62.0,55.515976
1075_2016-05-24_19_5,35.0,33.656708
1075_2016-05-24_20_5,19.0,20.427782
1075_2016-05-24_21_5,6.0,9.992147
1075_2016-05-24_22_5,9.0,4.2887907
1075_2016-05-24_23_5,7.0,3.7879016
1075_2016-05-25_0_5,10.0,9.084455
1075_2016-05-25_1_5,28.0,24.531488
1075_2016-05-25_2_5,48.0,48.92079
1075_2016-05-25_3_5,88.0,84.55713
1075_2016-05-25_4_5,59.0,71.6086
1075_2016-05-25_5_5,58.0,62.786633
1075_2016-05-25_6_5,71.0,79.67093
1075_2016-05-25_7_5,85.0,91.560745
1075_2016-05-25_8_5,105.0,101.443436
1075_2016-05-25_9_5,106.0,104.151924
1075_2016-05-25_10_5,100.0,93.1453
1075_2016-05-25_11_5,62.0,70.77166
1075_2016-05-25_12_5,94.0,87.224945
1075_2016-05-25_13_5,113.0,106.35665
1075_2016-05-25_14_5,118.0,110.45586
1075_2016-05-25_15_5,138.0,117.135826
1075_2016-05-25_16_5,151.0,121.43322
1075_2016-05-25_17_5,125.0,100.89786
1075_2016-05-25_18_5,95.0,69.234985
1075_2016-05-25_19_5,70.0,44.928406
1075_2016-05-25_20_5,46.0,24.059282
1075_2016-05-25_21_5,13.0,13.366808
1075_2016-05-25_22_5,7.0,8.369556
1075_2016-05-25_23_5,5.0,8.012255
1075_2016-05-26_0_5,11.0,14.743358
1075_2016-05-26_1_5,33.0,31.311295
1075_2016-05-26_2_5,46.0,53.15956
1075_2016-05-26_3_5,79.0,86.828606
1075_2016-05-26_4_5,78.0,70.50288
1075_2016-05-26_5_5,68.0,66.559875
